run_index,model_name,run_id,star_teff_k,star_radius_rsun,stellar_luminosity_lsun,planet_radius_rearth,gravity_ms2,metallicity_xsolar,c_to_o_xsolar,c_to_o_picaso_tag,kzz_cm2_s,logkzz,cloud_fraction,cloud_model,fsed,insolation_searth,phase_deg,semi_major_au,equilibrium_temperature_k,picaso_tint_k,output_nc,status,author,contact,project,notes,code,picaso_tint_mode,picaso_tint_fixed_k,picaso_tint_floor_k,netcdf_optional_variables,netcdf_strict_optional,source_notebook_reference,planet_class_id,separation_id,climate_key,climate_index,climate_cache_nc,spectrum_index,spectrum_run_id
231,aurora_cahoy_exact_304,9b6f4f828c0e,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,30.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000231.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,231,9b6f4f828c0e
232,aurora_cahoy_exact_304,9f98c4bd736a,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,40.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000232.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,232,9f98c4bd736a
233,aurora_cahoy_exact_304,4bab7394e96c,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,50.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000233.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,233,4bab7394e96c
234,aurora_cahoy_exact_304,05aee7041c8f,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,60.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000234.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,234,05aee7041c8f
235,aurora_cahoy_exact_304,29be3671ffc4,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,70.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000235.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,235,29be3671ffc4
236,aurora_cahoy_exact_304,4dabebe94556,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,80.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000236.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,236,4dabebe94556
237,aurora_cahoy_exact_304,6f793be33bac,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,90.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000237.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,237,6f793be33bac
238,aurora_cahoy_exact_304,aa9c81a40b2c,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,100.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000238.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,238,aa9c81a40b2c
239,aurora_cahoy_exact_304,0f8388a26a9a,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,110.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000239.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,239,0f8388a26a9a
240,aurora_cahoy_exact_304,bca7559b9f20,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,120.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000240.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,240,bca7559b9f20
241,aurora_cahoy_exact_304,b47392c42e20,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,130.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000241.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,241,b47392c42e20
242,aurora_cahoy_exact_304,9bc238d05262,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,140.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000242.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,242,9bc238d05262
243,aurora_cahoy_exact_304,1a853c4829f3,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,150.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000243.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,243,1a853c4829f3
244,aurora_cahoy_exact_304,cddcd69bfa3b,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,160.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000244.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,244,cddcd69bfa3b
245,aurora_cahoy_exact_304,6b7fd55986aa,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,170.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000245.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,245,6b7fd55986aa
246,aurora_cahoy_exact_304,77df133d33a9,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,180.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000246.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,b981eafd3246,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/b981eafd3246.nc,246,77df133d33a9
247,aurora_cahoy_exact_304,7ea90c2687e0,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,0.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000247.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,247,7ea90c2687e0
248,aurora_cahoy_exact_304,d7e9e0b9bc36,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,10.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000248.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,248,d7e9e0b9bc36
249,aurora_cahoy_exact_304,6e060dbeacbe,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,20.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000249.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,249,6e060dbeacbe
250,aurora_cahoy_exact_304,d98d9eef30ed,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,30.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000250.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,250,d98d9eef30ed
251,aurora_cahoy_exact_304,ffa68d95f248,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,40.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000251.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,251,ffa68d95f248
252,aurora_cahoy_exact_304,5a202bfe73a0,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,50.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000252.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,252,5a202bfe73a0
253,aurora_cahoy_exact_304,4ec24a6e9463,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,60.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000253.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,253,4ec24a6e9463
254,aurora_cahoy_exact_304,490ebb17178e,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,70.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000254.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,254,490ebb17178e
255,aurora_cahoy_exact_304,0b13345126c8,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,80.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000255.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,255,0b13345126c8
256,aurora_cahoy_exact_304,811f6763fd20,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,90.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000256.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,256,811f6763fd20
257,aurora_cahoy_exact_304,ebf7c94fd747,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,100.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000257.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,257,ebf7c94fd747
258,aurora_cahoy_exact_304,57f0a7336e48,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,110.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000258.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,258,57f0a7336e48
259,aurora_cahoy_exact_304,52f69ffb2a29,5772.0,1.0,1.0,3.86,11.15,3.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,120.0,5.0,124.47284557635014,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000259.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,outer_clear,4168ad36a4fa,4,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4168ad36a4fa.nc,259,52f69ffb2a29
