wavelength_um,geometric_albedo_cloud_free,geometric_albedo_cloudy_virga,fpfs_reflected_cloud_free,fpfs_reflected_cloudy_virga
0.5529999999999999,0.0009599990065178818,0.0009609345510701265,3.926314879270893e-12,3.930141177496994e-12
0.554,0.0009361822865617099,0.0009370459708580742,3.828906505611702e-12,3.832438901458763e-12
0.5549999999999999,0.0009123254044553839,0.0009131159001328386,3.731333872149466e-12,3.73456693272486e-12
0.556,0.0008895584746828051,0.0008902848297152652,3.638219051702278e-12,3.64118978245535e-12
0.5569999999999999,0.0008700195478033318,0.000870698285675613,3.5583064905319e-12,3.561082471120389e-12
0.558,0.0008518817423309552,0.00085252134170017,3.48412439761305e-12,3.4867403050286518e-12
0.5589999999999999,0.0008356428689902926,0.0008362493339534896,3.4177087767768305e-12,3.4201891672695187e-12
0.56,0.0008182570871618572,0.0008188266747450326,3.3466023970646846e-12,3.3489319621868207e-12
0.5609999999999999,0.0008007659323871375,0.000801297786224078,3.2750650508993865e-12,3.277240288185466e-12
0.562,0.0007839903761599323,0.0007844882554787372,3.2064544423719557e-12,3.208490726747494e-12
0.563,0.0007662510468518164,0.0007667123206094295,3.13390208331965e-12,3.1357886540406997e-12
0.5640000000000001,0.000746760503203599,0.0007471797460334164,3.0541874054798773e-12,3.0559020732551186e-12
0.565,0.0007284573344921687,0.0007288397842640907,2.9793289908757207e-12,2.9808931781507863e-12
0.5660000000000001,0.0007106644613978461,0.0007110130733433127,2.9065576422587926e-12,2.9079834356807478e-12
0.567,0.0006914994461060095,0.0006918111284048339,2.828174347910674e-12,2.829449102196013e-12
0.5680000000000001,0.0006734194077093565,0.0006736990192702594,2.7542285174539786e-12,2.7553721051291065e-12
0.569,0.0006569224458248655,0.0006571747980321386,2.6867573362651727e-12,2.687789435485594e-12
0.5700000000000001,0.0006371124964444536,0.0006373277217222738,2.6057363159497043e-12,2.606616569163471e-12
0.571,0.000618886076300943,0.0006190701749341068,2.531191796508084e-12,2.5319447443733807e-12
0.5720000000000001,0.0006019364346245045,0.0006020944483723398,2.4618691931921705e-12,2.4625154560789468e-12
0.573,0.0005801376466002301,0.0005802601221402817,2.372713990750628e-12,2.373214905368234e-12
0.5740000000000001,0.0005582686960107483,0.0005583586080298282,2.283271829341555e-12,2.2836395619078828e-12
0.575,0.0005384994929017906,0.0005385640407086334,2.2024174578359288e-12,2.2026814529158303e-12
0.5760000000000001,0.0005199149537698909,0.0005199576843356597,2.126408261969526e-12,2.126583026375571e-12
0.577,0.0005016770579856985,0.000501700244388182,2.0518168081264612e-12,2.0519116385548783e-12
0.5780000000000001,0.00048508268729930814,0.0004850908818138421,1.983947233162586e-12,1.9839807480351268e-12
0.579,0.0004687031934393068,0.0004686979791653804,1.9169564862755456e-12,1.9169351603354535e-12
0.5800000000000001,0.00043907370347775343,0.0004390418347174765,1.7957743740947999e-12,1.7956440335561017e-12
0.581,0.00041492227618997657,0.0004148755493626254,1.6969970757103133e-12,1.6968059669318207e-12
0.5820000000000001,0.00039460793378675766,0.00039455277664437744,1.613913130519922e-12,1.613687542464773e-12
0.583,0.0003646013605298087,0.00036453667963736044,1.4911887794999854e-12,1.4909242401111948e-12
0.5840000000000001,0.00033477914243396897,0.00033471093780251723,1.3692184255229825e-12,1.3689394743391939e-12
0.585,0.000314736917213003,0.00031466855737963836,1.2872474166318279e-12,1.2869678306853199e-12
0.5860000000000001,0.00028866379704888635,0.0002885968906505484,1.1806105566409917e-12,1.1803369151210222e-12
0.587,0.00024262502520537365,0.0002425654869598313,9.92315867078545e-13,9.920723606813808e-13
0.5880000000000001,0.00013041063245319072,0.0001303830082459002,5.333684755293052e-13,5.332554948539332e-13
0.589,8.572759583609387e-06,8.572560124981311e-06,3.506186285715776e-14,3.506104708821019e-14
0.59,3.108623852488514e-05,3.108383258715276e-05,1.2714009080440338e-13,1.27130250722223e-13
0.591,0.00015567199470463216,0.00015563715810953496,6.366853141979702e-13,6.365428354654457e-13
