T_eff,logg,R_p_Rj,a_AU,phase_deg,band,Fp_ref_band,Fp_th_band_hybrid_irflux,Fp_th_band_james_picaso,thermal_ratio_james_to_hybrid,f_reflect_hybrid_irflux,f_reflect_james_picaso,delta_f_reflect_james_minus_hybrid,decision_hybrid_irflux,decision_james_picaso,decision_changed,T_eff_key,temperature_k,thermal_gravity_code,thermal_logg_cgs,thermal_pt_file,thermal_cld_file
500,4.0,1.0,10.0,60.0,CGI-4,0.2176720886731554,2240.2864772681437,2434.466368210139,1.0866763661309882,9.715317364426337e-05,8.940465582812964e-05,-7.74851781613373e-06,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,20.0,60.0,CGI-1,0.0631981015049726,0.1542752914879309,0.12010449975225923,0.7785076832063877,0.2906015335266089,0.34477471171445934,0.054173178187850446,True,True,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,20.0,60.0,CGI-2,0.0989899089738525,48.74203889394567,50.68556705521989,1.0398737559071545,0.0020267777194721,0.0019492128097848033,-7.756490968729665e-05,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,20.0,60.0,CGI-3,0.0884890619342371,140.03440500190615,147.19546427247022,1.0511378562323066,0.0006315103789814,0.0006008058578745842,-3.070452110681579e-05,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,20.0,60.0,CGI-4,0.0544180221682888,2240.2864772681437,2434.466368210139,1.0866763661309882,2.429006330361932e-05,2.235266278112448e-05,-1.937400522494841e-06,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,5.0,60.0,CGI-1,1.45608425867457,0.1542752914879309,0.12010449975225923,0.7785076832063877,0.9041982323311816,0.923800687506404,0.01960245517522241,True,True,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,5.0,60.0,CGI-2,2.2807275027575624,48.74203889394567,50.68556705521989,1.0398737559071545,0.0447001929496501,0.04305997845971752,-0.0016402144899325816,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,5.0,60.0,CGI-3,2.0387879869648233,140.03440500190615,147.19546427247022,1.0511378562323066,0.0143502651279508,0.01366166249434821,-0.0006886026336025905,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,5.0,60.0,CGI-4,1.253791230757375,2240.2864772681437,2434.466368210139,1.0866763661309882,0.0005593436122372,0.0005147517566407031,-4.459185559649683e-05,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,10.0,60.0,CGI-1,0.3640210646686425,0.1542752914879309,0.12010449975225923,0.7785076832063877,0.7023415471566126,0.7519145680812682,0.04957302092465565,True,True,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,10.0,60.0,CGI-2,0.5701818756893906,48.74203889394567,50.68556705521989,1.0398737559071545,0.0115626890614606,0.011124252158679276,-0.00043843690278132404,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,10.0,60.0,CGI-3,0.5096969967412058,140.03440500190615,147.19546427247022,1.0511378562323066,0.0036265982669704,0.0034507730966301053,-0.00017582517034029493,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,10.0,60.0,CGI-4,0.3134478076893437,2240.2864772681437,2434.466368210139,1.0866763661309882,0.0001398945899182,0.00012873764010496813,-1.1156949813231876e-05,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,20.0,60.0,CGI-1,0.0910052661671606,0.1542752914879309,0.12010449975225923,0.7785076832063877,0.3710251926902839,0.4310803234081418,0.060055130717857896,True,True,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,20.0,60.0,CGI-2,0.1425454689223476,48.74203889394567,50.68556705521989,1.0398737559071545,0.0029159595152582,0.0028044611897528483,-0.00011149832550535164,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,20.0,60.0,CGI-3,0.1274242491853014,140.03440500190615,147.19546427247022,1.0511378562323066,0.0009091223328501,0.0008649317866624021,-4.4190546187697875e-05,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.2,20.0,60.0,CGI-4,0.0783619519223359,2240.2864772681437,2434.466368210139,1.0866763661309882,3.497731733266084e-05,3.218751783505721e-05,-2.789799497603629e-06,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
600,3.0,1.0,5.0,60.0,CGI-1,1.0463785831026151,0.256327288158842,0.14012967944044272,0.5466826432994,0.8032347179715779,0.8818974263692854,0.0786627083977075,True,True,False,600,600,31,3.4913616938342726,SLGRID_T600_g31_m+000_CO100_fsed3_full.pt,SLGRID_T600_g31_m+000_CO100_fsed3_picaso.cld
600,3.0,1.0,5.0,60.0,CGI-2,1.3262195358575433,107.64230212060389,117.02200371957493,1.0871376904264078,0.0121706664979693,0.011206078970827866,-0.0009645875271414341,False,False,False,600,600,31,3.4913616938342726,SLGRID_T600_g31_m+000_CO100_fsed3_full.pt,SLGRID_T600_g31_m+000_CO100_fsed3_picaso.cld
600,3.0,1.0,5.0,60.0,CGI-3,0.903452994863286,314.4897773349521,333.3242023656304,1.0598888306967713,0.0028645288103315,0.0027031066411570075,-0.0001614221691744926,False,False,False,600,600,31,3.4913616938342726,SLGRID_T600_g31_m+000_CO100_fsed3_full.pt,SLGRID_T600_g31_m+000_CO100_fsed3_picaso.cld
